user_id,track_id,listen_time
8732,6HZ9VeI5IRFCNQLXhpF4bq,2024-06-25 05:29:24
38733,0cmU8GRcNiJ15pZqrmg02Q,2024-06-25 22:07:29
1915,48BBynvMm4jmI7hZ9hgPtU,2024-06-25 16:45:25
36470,7vFpXVQA4kOGec8602Lb8I,2024-06-25 12:07:56
6546,6dUU6WdzBGxlkqG8ovC7Xg,2024-06-25 10:46:04
16336,5Z8YgNhAqCmTZObiM59Ods,2024-06-25 13:26:23
28477,7d2RGPmshGxHGhrBxhMND9,2024-06-25 16:11:58
18051,74fmOZkSwZfQlir02KmDwH,2024-06-25 19:23:48
35270,6mr8ueNiX6tHicay1ZrhDD,2024-06-25 18:58:53
45870,0arPxj5WufzbjEy1uPn7GP,2024-06-25 14:42:05
4105,65kAUnS71qQouITNBwN27A,2024-06-25 23:00:25
5302,5pz5S3ZqMPnd8or4IGUVho,2024-06-25 06:56:20
28672,7Gpr3kKk4BMgItz6UbI73q,2024-06-25 00:12:04
23894,0RRNdm9FhEGVl0p6S9JlIT,2024-06-25 13:35:44
32534,2R3Cozq6ZlE8lkJw1ARfIo,2024-06-25 07:23:58
5572,7CtbxAGq2P0jtYh6SH9DMR,2024-06-25 15:59:59
30154,10vEz0V5deohU5dK0Lrh3W,2024-06-25 05:53:24
24653,6L7KVaJCXL8sxUzByOVFKp,2024-06-25 14:07:17
28831,0TXwOYYmyZBOmi75DPVQd8,2024-06-25 17:43:54
13756,47XdwDslZ1b2LpS6JsCmOQ,2024-06-25 04:50:20
35085,4WiqPbWvLbv317E8fB4SJC,2024-06-25 12:54:53
5453,1LHmhYHLhOtgrsQABiXn0f,2024-06-25 15:23:27
21051,1Cydb80Q7VxhX0GZ6VEyLj,2024-06-25 12:41:53
21293,5rh2zHFAI1ebnAmO3FfbaB,2024-06-25 14:24:31
20534,29c5U8gKc38Ck9j10g4A8K,2024-06-25 17:59:59
18770,2eEpacct3ss21cgswjMEdw,2024-06-25 11:21:57
32781,1Vc4CybtR522rCPaOnIfGq,2024-06-25 10:25:16
48270,6VNlCvJOz1UgXGQRJXfC48,2024-06-25 00:01:23
44802,1EWoiQJwIOtjm0fQD9CYFo,2024-06-25 08:23:47
1635,6vV37MP78Sjc6EmJnLqdcE,2024-06-25 01:53:52
41496,6LGqZYYmKLNDsVRTQfVmLs,2024-06-25 05:32:56
12048,1HCfu0muPAsWAknx1YleI2,2024-06-25 05:24:44
29670,3nFCZ39UfurEsVPT7y5vvJ,2024-06-25 05:21:25
12564,0IRHSR3BiNhlqnBtnovRyS,2024-06-25 02:51:19
44521,3nlGByvetDcS1uomAoiBmy,2024-06-25 09:59:51
20686,13JNzte40R4o7Zqk0a8WqZ,2024-06-25 19:20:09
