id,order_id,user_id,product_id,status,created_at,shipped_at,delivered_at,returned_at,sale_price
31488,21726,17335,25028,Shipped,2024-06-01 07:30:05 UTC,2024-06-01 23:42:00 UTC,,,49.950000762939446
66636,45910,36735,27019,Shipped,2024-06-01 07:52:12 UTC,2024-06-03 12:35:00 UTC,,,48.950000762939446
68081,46913,37524,24931,Shipped,2024-06-03 03:19:35 UTC,2024-06-01 10:18:00 UTC,,,30.479999542236328
68080,46913,37524,16862,Shipped,2024-06-04 06:25:54 UTC,2024-06-01 10:18:00 UTC,,,39.5
66077,45512,36418,19252,Shipped,2024-06-01 07:59:09 UTC,2024-06-01 15:29:00 UTC,,,42
40312,27702,22108,24090,Shipped,2024-06-02 10:48:57 UTC,2024-06-03 11:59:00 UTC,,,58.340000152587891
76307,52586,42021,20837,Shipped,2024-06-02 07:10:41 UTC,2024-06-05 06:39:00 UTC,,,59.9900016784668
159970,110074,88000,4971,Shipped,2024-06-03 08:03:17 UTC,2024-06-03 07:43:00 UTC,,,99
159971,110074,88000,15287,Shipped,2024-06-05 08:07:21 UTC,2024-06-03 07:43:00 UTC,,,31
159969,110074,88000,8033,Shipped,2024-06-04 06:22:32 UTC,2024-06-03 07:43:00 UTC,,,19.989999771118164
179565,123569,98894,28606,Shipped,2024-06-02 14:40:34 UTC,2024-06-05 10:55:00 UTC,,,28.319999694824215
104464,71874,57453,5359,Shipped,2024-06-05 03:05:31 UTC,2024-06-02 11:18:00 UTC,,,25
104463,71874,57453,3103,Shipped,2024-06-05 02:09:04 UTC,2024-06-02 11:18:00 UTC,,,264
173269,119173,95387,17034,Shipped,2024-06-02 02:18:08 UTC,2024-06-03 06:12:00 UTC,,,34.950000762939453
145760,100254,80215,25541,Shipped,2024-06-02 00:43:52 UTC,2024-06-02 13:08:00 UTC,,,24.950000762939453
55089,37959,30338,4418,Shipped,2024-06-02 14:49:29 UTC,2024-06-05 15:30:00 UTC,,,98
169656,116725,93430,28684,Shipped,2024-06-02 15:03:26 UTC,2024-06-04 03:51:00 UTC,,,35
131528,90528,72393,26358,Shipped,2024-06-01 15:30:45 UTC,2024-06-01 22:13:00 UTC,,,22
124171,85453,68336,16067,Shipped,2024-06-03 10:59:00 UTC,2024-06-03 13:32:00 UTC,,,178
124172,85453,68336,24988,Shipped,2024-06-04 11:51:52 UTC,2024-06-03 13:32:00 UTC,,,15.979999542236328
36234,24916,19863,14319,Shipped,2024-06-02 07:28:06 UTC,2024-06-03 05:55:00 UTC,,,8.9899997711181641
120120,82659,66146,9606,Shipped,2024-06-02 09:16:43 UTC,2024-06-02 17:07:00 UTC,,,49.9900016784668
12552,8624,6805,8689,Shipped,2024-06-01 09:14:36 UTC,2024-06-03 01:39:00 UTC,,,41.9900016784668
